customer,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,emailsclick,avgorder,ordfreq,paperless,refill,doorstep,favday,city
15760,1,27/09/2013,08/10/2013,08/10/2013,37,2.702702703,0.027027027029999998,0,54.59,0.0,1,0,0,Wednesday,DEL
15761,1,26/09/2013,27/09/2013,27/09/2013,33,33.33333333,0.09090909091,1,50.5,0.0,1,0,0,Monday,DEL
15762,1,27/09/2013,27/09/2013,27/09/2013,39,0.0,0.0,0,40.0,0.0,1,0,0,Monday,MAA
15763,1,25/09/2013,27/09/2013,27/09/2013,21,90.47619048,0.14285714289999998,1,53.99,0.0,1,0,0,Monday,MAA
15764,1,27/09/2013,08/10/2013,09/01/2014,32,87.5,0.25,1,73.02,0.032258065,1,0,0,Friday,DEL
15765,1,27/09/2013,27/09/2013,27/09/2013,33,21.21212121,0.06060606061,0,40.0,0.0,1,0,0,Tuesday,MAA
15766,1,25/09/2013,27/09/2013,27/09/2013,37,0.0,0.0,0,40.88,0.0,1,1,0,Monday,BOM
15767,1,27/09/2013,27/09/2013,27/09/2013,41,4.87804878,0.0,0,40.02,0.0,1,0,0,Friday,BOM
15768,1,27/09/2013,20/10/2013,29/10/2013,42,4.761904762,0.0,0,60.51,0.222222222,1,0,0,Friday,BOM
15769,1,23/09/2013,27/09/2013,06/10/2013,35,17.14285714,0.028571428569999998,0,51.13,0.222222222,1,0,0,Monday,DEL
15770,1,27/09/2013,27/09/2013,31/10/2013,40,7.5,0.025,0,35.5,0.058823529,1,0,0,Friday,MAA
15771,1,27/09/2013,27/09/2013,27/09/2013,40,15.0,0.05,0,40.02,0.0,1,1,0,Tuesday,BOM
15772,1,27/09/2013,27/09/2013,27/09/2013,34,0.0,0.0,0,40.0,0.0,1,0,0,Tuesday,MAA
15773,1,27/09/2013,27/09/2013,27/09/2013,36,27.77777778,0.05555555556,0,40.0,0.0,1,1,0,Tuesday,MAA
15774,0,27/09/2013,01/10/2013,01/10/2013,3,100.0,0.6666666667,1,30.89,0.0,0,0,0,Wednesday,DEL
15775,1,27/09/2013,30/09/2013,08/10/2013,37,8.108108108,0.08108108107999999,1,38.0,0.25,1,0,1,Wednesday,MAA
15776,1,27/09/2013,27/09/2013,27/09/2013,38,7.894736842,0.02631578947,0,40.0,0.0,1,0,0,Tuesday,MAA
15777,1,27/09/2013,27/09/2013,27/09/2013,35,11.42857143,0.08571428571,1,40.02,0.0,1,1,0,Thursday,DEL
15778,1,18/09/2013,27/09/2013,27/09/2013,36,2.777777778,0.0,0,41.04,0.0,1,0,0,Monday,BOM
15779,1,27/09/2013,27/09/2013,27/09/2013,39,2.564102564,0.0,0,40.02,0.0,1,0,0,Thursday,BOM
15780,1,27/09/2013,29/09/2013,12/10/2013,8,100.0,0.125,1,13.27,0.153846154,1,0,0,Friday,MAA
15781,0,27/09/2013,16/10/2013,16/10/2013,2,100.0,0.5,1,11.82,0.0,0,0,0,Monday,MAA
15782,1,27/09/2013,24/10/2013,24/10/2013,42,14.28571429,0.09523809524,1,31.1,0.0,1,0,0,Friday,MAA
15783,0,27/09/2013,27/09/2013,27/09/2013,23,47.82608696,0.0,0,40.02,0.0,1,0,0,Tuesday,DEL
15784,1,27/09/2013,08/10/2013,08/10/2013,34,32.35294118,0.02941176471,0,34.07,0.0,1,0,0,Friday,MAA
15785,1,27/09/2013,30/09/2013,30/09/2013,30,30.0,0.1,1,82.98,0.0,1,0,0,Tuesday,DEL
15786,1,27/09/2013,24/11/2013,24/11/2013,52,1.923076923,0.0,0,82.42,0.0,1,0,0,Tuesday,BOM
15787,1,27/09/2013,27/09/2013,27/10/2013,37,32.43243243,0.0,0,57.9,0.066666667,1,0,0,Monday,MAA
15788,1,27/09/2013,27/09/2013,27/09/2013,37,5.405405405,0.0,0,40.25,0.0,1,0,0,Monday,BOM
15789,1,27/09/2013,05/10/2013,05/10/2013,33,21.21212121,0.0303030303,0,30.37,0.0,1,0,0,Wednesday,DEL
15790,1,27/09/2013,27/09/2013,27/09/2013,39,23.07692308,0.0,0,75.24,0.0,1,0,0,Tuesday,MAA
15791,1,27/09/2013,27/09/2013,27/09/2013,37,10.81081081,0.054054054049999994,0,40.25,0.0,1,0,0,Monday,BOM
15792,1,27/09/2013,31/10/2013,31/10/2013,43,16.27906977,0.09302325581,1,30.04,0.0,1,0,0,Friday,MAA
15793,1,27/09/2013,30/09/2013,30/09/2013,35,2.857142857,0.028571428569999998,0,30.27,0.0,1,0,0,Wednesday,DEL
15794,1,27/09/2013,07/10/2013,30/10/2013,39,7.692307692,0.07692307692,1,23.68,0.086956522,1,0,0,Friday,MAA
15795,1,27/09/2013,27/09/2013,04/11/2013,51,7.843137255,0.01960784314,0,52.83,0.105263158,1,1,0,Tuesday,DEL
15796,1,27/09/2013,27/09/2013,27/09/2013,36,0.0,0.0,0,40.02,0.0,1,0,0,Thursday,BOM
15797,1,27/09/2013,09/10/2013,09/10/2013,39,2.564102564,0.025641025640000002,0,38.47,0.0,1,0,0,Friday,MAA
15798,1,27/09/2013,12/10/2013,12/10/2013,41,19.51219512,0.0243902439,0,58.71,0.0,1,0,0,Thursday,BLR
15799,1,27/09/2013,1/0/00,1/0/00,30,43.33333333,0.03333333333,0,53.0,0.0,1,0,0,Friday,MAA
15800,1,27/09/2013,27/09/2013,27/09/2013,43,16.27906977,0.04651162791,0,40.02,0.0,1,0,0,Wednesday,BOM
15801,1,27/09/2013,05/10/2013,19/01/2014,33,36.36363636,0.0303030303,0,50.03,0.018867925,1,0,0,Monday,MAA
15802,1,27/09/2013,30/09/2013,30/09/2013,35,25.71428571,0.08571428571,1,40.02,0.0,1,0,0,Tuesday,BOM
15803,1,27/09/2013,27/09/2013,16/12/2013,41,34.14634146,0.07317073170999999,1,55.27,0.025,1,0,0,Thursday,MAA
15804,1,27/09/2013,27/09/2013,27/09/2013,32,3.125,0.0,0,40.02,0.0,1,0,0,Friday,BOM
15805,1,27/09/2013,27/09/2013,19/01/2014,46,26.08695652,0.021739130430000003,0,33.92,0.026315789,1,1,0,Monday,BOM
15806,1,27/09/2013,27/09/2013,06/10/2013,43,34.88372093,0.11627906980000001,1,61.87,0.222222222,1,0,0,Monday,BOM
15807,1,27/09/2013,01/10/2013,01/10/2013,37,5.405405405,0.054054054049999994,0,87.89,0.0,1,0,0,Saturday,BLR
15808,0,27/09/2013,27/09/2013,27/09/2013,7,85.71428571,0.0,0,40.0,0.0,0,0,0,Thursday,MAA
15809,1,27/09/2013,28/09/2013,28/09/2013,34,11.76470588,0.02941176471,0,40.0,0.0,1,0,0,Wednesday,MAA
15810,0,27/09/2013,03/10/2013,03/10/2013,28,7.142857143,0.03571428571,0,172.98,0.0,1,0,0,Friday,DEL
15811,1,07/08/2013,27/09/2013,29/10/2013,35,28.57142857,0.0,0,52.09,0.0625,1,0,0,Wednesday,MAA
15812,1,27/09/2013,16/10/2013,16/10/2013,26,96.15384615,0.07692307692,1,29.52,0.0,1,0,0,Friday,MAA
15813,1,27/09/2013,19/01/2014,19/01/2014,39,30.76923077,0.07692307692,1,81.89,0.0,1,0,1,Friday,MAA
15814,1,27/09/2013,17/12/2013,17/12/2013,46,30.43478261,0.04347826086999999,0,41.0,0.0,1,0,0,Wednesday,MAA
15815,1,27/09/2013,06/10/2013,20/10/2013,38,23.68421053,0.05263157895,0,46.54,0.142857143,1,0,0,Monday,MAA
15816,1,27/09/2013,27/09/2013,27/09/2013,36,2.777777778,0.02777777778,0,40.02,0.0,1,0,0,Tuesday,BOM
15817,1,27/09/2013,29/09/2013,01/01/2014,43,9.302325581,0.02325581395,0,63.91,0.042553191,1,0,0,Thursday,BLR
15818,1,27/09/2013,27/09/2013,27/09/2013,41,34.14634146,0.0,0,40.02,0.0,1,0,0,Tuesday,DEL
15819,0,27/09/2013,27/09/2013,02/10/2013,0,0.0,0.0,0,40.0,0.4,1,0,0,Monday,DEL
15820,1,27/09/2013,01/10/2013,19/10/2013,34,32.35294118,0.05882352941,0,26.89,0.111111111,1,0,0,Thursday,MAA
15821,1,27/09/2013,23/10/2013,23/10/2013,40,10.0,0.05,0,29.97,0.0,1,0,0,Friday,MAA
15822,1,27/09/2013,27/09/2013,27/09/2013,35,17.14285714,0.028571428569999998,0,65.58,0.0,1,0,0,Monday,DEL
15823,1,27/09/2013,29/09/2013,28/10/2013,39,0.0,0.0,0,41.98,0.068965517,1,0,0,Tuesday,BLR
15824,1,27/09/2013,27/09/2013,27/09/2013,40,7.5,0.025,0,40.25,0.0,1,0,0,Tuesday,BOM
15825,1,27/09/2013,27/09/2013,27/09/2013,36,2.777777778,0.0,0,40.0,0.0,1,0,0,Tuesday,MAA
15826,1,28/08/2013,27/09/2013,27/09/2013,32,25.0,0.0,0,40.02,0.0,1,0,0,Monday,BOM
15827,1,27/09/2013,27/09/2013,27/09/2013,36,0.0,0.0,0,40.0,0.0,1,0,0,Wednesday,MAA
15828,1,25/09/2013,27/09/2013,27/09/2013,34,0.0,0.0,0,54.17,0.0,1,0,0,Friday,MAA
15829,1,27/09/2013,27/09/2013,27/09/2013,37,8.108108108,0.0,0,40.02,0.0,1,0,0,Monday,MAA
15830,1,18/09/2013,29/09/2013,09/01/2014,38,47.36842105,0.02631578947,0,39.59,0.068627451,1,0,0,Friday,MAA
15831,1,27/09/2013,27/09/2013,27/09/2013,37,8.108108108,0.027027027029999998,0,40.02,0.0,1,0,0,Friday,MAA
15832,0,27/09/2013,27/09/2013,27/09/2013,3,100.0,0.0,0,40.0,0.0,1,0,0,Tuesday,BLR
15833,1,27/09/2013,27/09/2013,27/09/2013,22,40.90909091,0.0,0,40.02,0.0,1,0,0,Saturday,MAA
15834,1,27/09/2013,27/09/2013,27/09/2013,27,74.07407407,0.11111111109999999,1,40.0,0.0,1,0,0,Tuesday,MAA
15835,1,27/09/2013,27/09/2013,27/09/2013,8,37.5,0.0,0,40.0,0.0,1,0,0,Wednesday,MAA
15836,1,27/09/2013,27/09/2013,27/09/2013,16,25.0,0.0,0,43.44,0.0,1,0,0,Monday,BOM
15837,1,27/09/2013,27/09/2013,15/12/2013,46,69.56521739,0.3695652174,1,46.37,0.063291139,1,1,0,Tuesday,MAA
15838,1,27/09/2013,27/09/2013,27/09/2013,36,0.0,0.0,0,40.25,0.0,1,0,0,Monday,MAA
15839,0,27/09/2013,28/09/2013,28/09/2013,12,16.66666667,0.16666666670000002,1,77.39,0.0,1,0,0,Tuesday,MAA
15840,1,28/09/2013,28/09/2013,28/09/2013,41,0.0,0.0,0,40.02,0.0,1,0,0,Friday,BOM
15841,0,28/09/2013,28/09/2013,27/10/2013,11,18.18181818,0.1818181818,1,63.9,0.068965517,1,0,0,Monday,MAA
15842,0,28/09/2013,28/09/2013,19/12/2013,6,0.0,0.0,0,53.7,0.085365854,1,1,1,Saturday,BLR
15843,1,28/09/2013,28/09/2013,10/11/2013,37,21.62162162,0.027027027029999998,0,86.52,0.093023256,1,0,0,Monday,DEL
15844,1,28/09/2013,28/09/2013,07/10/2013,37,2.702702703,0.0,0,38.58,0.222222222,1,0,0,Tuesday,BOM
15845,1,28/09/2013,02/10/2013,16/01/2014,47,51.06382979,0.2127659574,1,113.56,0.075471698,1,0,0,Thursday,BLR
15846,1,15/09/2013,29/09/2013,29/09/2013,35,0.0,0.0,0,148.27,0.0,1,0,0,Monday,BOM
15847,1,28/09/2013,05/11/2013,05/11/2013,45,20.0,0.06666666667,0,56.16,0.0,1,0,0,Friday,BOM
15848,1,13/09/2013,28/09/2013,28/09/2013,40,35.0,0.05,0,40.02,0.0,1,0,0,Monday,BOM
15849,1,18/09/2013,30/09/2013,13/10/2013,32,31.25,0.03125,0,107.41,0.230769231,1,0,0,Tuesday,BOM
15850,1,27/09/2013,28/09/2013,28/09/2013,40,2.5,0.0,0,40.02,0.0,1,0,0,Monday,MAA
15851,1,28/09/2013,30/10/2013,30/10/2013,31,83.87096774,0.16129032259999998,1,33.95,0.0,1,0,0,Tuesday,BLR
15852,0,28/09/2013,04/10/2013,04/10/2013,4,100.0,0.0,0,40.0,0.0,1,0,0,Monday,MAA
15853,1,28/09/2013,29/09/2013,29/12/2013,44,6.818181818,0.0,0,72.51,0.043956044,1,0,0,Monday,BOM
15854,1,28/09/2013,28/10/2013,28/10/2013,44,11.36363636,0.02272727273,0,39.97,0.0,1,0,0,Tuesday,BOM
15855,0,28/09/2013,27/10/2013,27/10/2013,13,53.84615385,0.3076923077,1,79.59,0.0,1,0,0,Tuesday,MAA
15856,1,28/09/2013,28/09/2013,28/09/2013,21,100.0,0.09523809524,1,40.0,0.0,1,0,0,Tuesday,MAA
15857,1,28/09/2013,08/10/2013,08/10/2013,24,91.66666667,0.041666666670000005,0,28.72,0.0,1,0,0,Wednesday,MAA
15858,1,28/09/2013,20/01/2014,20/01/2014,40,12.5,0.0,0,31.0,0.0,1,0,0,Monday,BLR
15859,1,28/09/2013,21/11/2013,21/11/2013,44,54.54545455,0.02272727273,0,40.02,0.0,1,0,0,Friday,MAA
15860,0,27/09/2013,28/09/2013,28/09/2013,1,100.0,0.0,0,50.4,0.0,1,0,0,Wednesday,MAA
15861,1,28/09/2013,28/09/2013,28/09/2013,36,8.333333333,0.0,0,53.48,0.0,1,0,0,Wednesday,BOM
15862,1,28/09/2013,26/10/2013,26/10/2013,32,90.625,0.125,1,32.31,0.0,0,0,0,Monday,DEL
15863,1,23/09/2013,28/09/2013,28/09/2013,36,22.22222222,0.11111111109999999,1,40.02,0.0,1,1,0,Monday,MAA
15864,1,28/09/2013,28/09/2013,28/09/2013,41,7.317073171,0.0,0,40.02,0.0,1,1,0,Monday,BOM
15865,1,28/09/2013,19/10/2013,19/10/2013,41,7.317073171,0.0243902439,0,78.59,0.0,1,0,0,Thursday,DEL
15866,1,28/09/2013,08/10/2013,08/10/2013,37,2.702702703,0.027027027029999998,0,27.12,0.0,1,0,0,Wednesday,MAA
15867,1,28/09/2013,28/09/2013,28/09/2013,36,11.11111111,0.02777777778,0,89.39,0.0,1,0,0,Monday,DEL
15868,1,28/09/2013,15/10/2013,15/10/2013,34,35.29411765,0.2941176471,1,49.03,0.0,1,0,0,Thursday,MAA
15869,1,28/09/2013,13/10/2013,13/10/2013,37,18.91891892,0.054054054049999994,0,31.17,0.0,1,0,0,Monday,MAA
15870,1,28/09/2013,24/10/2013,24/10/2013,53,16.98113208,0.09433962264,1,40.02,0.0,1,0,0,Monday,BOM
15871,1,28/09/2013,14/10/2013,14/10/2013,37,13.51351351,0.054054054049999994,0,31.31,0.0,1,0,0,Saturday,MAA
15872,1,28/09/2013,09/10/2013,09/10/2013,36,19.44444444,0.1388888889,1,52.15,0.0,1,0,0,Thursday,MAA
15873,1,27/09/2013,28/09/2013,12/01/2014,65,55.38461538,0.2307692308,1,95.32,0.188679245,1,1,1,Friday,MAA
15874,0,28/09/2013,05/10/2013,05/10/2013,7,100.0,0.14285714289999998,1,147.65,0.0,1,0,0,Monday,MAA
15875,1,28/09/2013,30/10/2013,07/01/2014,40,57.5,0.15,1,159.98,0.043478261,1,0,0,Monday,MAA
15876,1,28/09/2013,17/11/2013,08/12/2013,53,1.886792453,0.01886792453,0,131.2,0.095238095,1,0,0,Monday,MAA
15877,1,28/09/2013,28/09/2013,28/09/2013,30,36.66666667,0.06666666667,0,29.75,0.0,1,0,0,Thursday,MAA
15878,0,28/09/2013,19/10/2013,19/10/2013,28,53.57142857,0.1071428571,1,44.75,0.0,1,0,0,Wednesday,MAA
15879,1,28/09/2013,11/10/2013,11/10/2013,36,11.11111111,0.02777777778,0,44.03,0.0,1,0,0,Wednesday,DEL
15880,1,28/09/2013,06/10/2013,06/10/2013,35,14.28571429,0.057142857139999996,0,79.4,0.0,1,0,0,Monday,MAA
15881,1,28/09/2013,28/09/2013,28/09/2013,36,0.0,0.0,0,40.25,0.0,1,1,0,Tuesday,DEL
15882,1,28/09/2013,28/09/2013,28/09/2013,40,12.5,0.0,0,40.0,0.0,1,0,0,Monday,MAA
15883,0,28/09/2013,28/09/2013,28/09/2013,13,69.23076923,0.0,0,40.0,0.0,1,0,0,Tuesday,MAA
15884,0,28/09/2013,20/10/2013,20/10/2013,12,16.66666667,0.08333333333000001,1,30.13,0.0,1,0,0,Monday,MAA
15885,0,28/09/2013,07/10/2013,21/11/2013,19,63.15789474,0.4210526316,1,31.07,0.044444444,1,0,0,Tuesday,MAA
15886,1,28/09/2013,08/10/2013,23/10/2013,32,65.625,0.53125,1,44.51,0.133333333,1,0,0,Friday,DEL
15887,1,28/09/2013,29/09/2013,13/01/2014,40,65.0,0.125,1,63.39,0.08490566,1,1,1,Tuesday,BLR
15888,1,28/09/2013,28/09/2013,28/09/2013,46,10.86956522,0.0,0,40.02,0.0,1,0,0,Wednesday,MAA
15889,0,28/09/2013,29/09/2013,29/09/2013,20,10.0,0.1,1,79.6,0.0,1,0,0,Monday,MAA
15890,1,28/09/2013,07/10/2013,22/12/2013,35,77.14285714,0.2,1,58.22,0.052631579,1,0,0,Wednesday,DEL
15891,1,28/09/2013,21/10/2013,21/10/2013,41,7.317073171,0.0243902439,0,111.83,0.0,1,0,0,Tuesday,MAA
15892,1,28/09/2013,13/10/2013,13/10/2013,33,51.51515152,0.1212121212,1,23.15,0.0,1,0,0,Monday,DEL
15893,1,28/09/2013,02/11/2013,02/11/2013,44,6.818181818,0.02272727273,0,85.43,0.0,1,0,0,Tuesday,MAA
15894,1,28/09/2013,15/10/2013,12/01/2014,35,88.57142857,0.2571428571,1,77.09,0.056179775,1,0,0,Monday,MAA
15895,1,28/09/2013,05/10/2013,05/10/2013,24,8.333333333,0.041666666670000005,0,82.7,0.0,1,0,0,Tuesday,MAA
15896,0,28/09/2013,13/10/2013,13/10/2013,12,41.66666667,0.16666666670000002,1,30.7,0.0,1,0,0,Monday,MAA
15897,1,28/09/2013,23/10/2013,23/10/2013,38,31.57894737,0.1315789474,1,84.2,0.0,1,0,0,Thursday,DEL
15898,1,28/09/2013,28/09/2013,08/01/2014,49,24.48979592,0.1224489796,1,211.95,0.039215686,1,0,0,Friday,BOM
15899,1,28/09/2013,06/10/2013,06/10/2013,35,25.71428571,0.08571428571,1,36.54,0.0,1,0,0,Monday,MAA
15900,1,28/09/2013,07/10/2013,07/10/2013,36,22.22222222,0.02777777778,0,29.55,0.0,1,0,0,Thursday,DEL
15901,1,28/09/2013,06/10/2013,20/01/2014,38,76.31578947,0.36842105259999997,1,53.13,0.066037736,1,1,0,Tuesday,MAA
15902,1,28/09/2013,05/10/2013,05/10/2013,22,86.36363636,0.13636363640000002,1,40.02,0.0,1,0,0,Monday,MAA
15903,1,28/09/2013,20/10/2013,27/10/2013,38,36.84210526,0.07894736842,1,61.89,0.285714286,1,1,0,Monday,MAA
15904,1,28/09/2013,27/10/2013,27/10/2013,34,70.58823529,0.05882352941,0,84.47,0.0,1,0,0,Monday,MAA
15905,1,28/09/2013,06/10/2013,06/10/2013,24,100.0,0.0,0,29.54,0.0,1,0,0,Tuesday,MAA
15906,1,28/09/2013,28/09/2013,28/09/2013,35,11.42857143,0.08571428571,1,40.02,0.0,1,0,0,Friday,BOM
15907,1,28/09/2013,06/10/2013,06/10/2013,32,31.25,0.03125,0,70.29,0.0,1,1,0,Tuesday,DEL
15908,1,28/09/2013,29/09/2013,30/10/2013,43,16.27906977,0.09302325581,1,115.85,0.129032258,1,1,1,Thursday,MAA
15909,1,28/09/2013,25/10/2013,25/10/2013,34,35.29411765,0.02941176471,0,40.02,0.0,1,0,0,Wednesday,MAA
15910,1,28/09/2013,30/09/2013,30/09/2013,29,41.37931034,0.06896551724,0,47.7,0.0,1,0,0,Monday,MAA
15911,1,28/09/2013,22/10/2013,19/01/2014,44,84.09090909,0.1590909091,1,63.33,0.134831461,1,1,0,Monday,MAA
15912,1,28/09/2013,29/09/2013,29/09/2013,36,2.777777778,0.02777777778,0,29.93,0.0,1,0,0,Monday,DEL
15913,1,28/09/2013,02/11/2013,02/11/2013,38,57.89473684,0.05263157895,0,31.21,0.0,1,0,0,Thursday,MAA
15914,1,28/09/2013,29/10/2013,29/10/2013,41,14.63414634,0.07317073170999999,1,29.09,0.0,1,0,0,Thursday,MAA
15915,1,28/09/2013,29/09/2013,29/09/2013,36,5.555555556,0.02777777778,0,31.74,0.0,1,0,0,Monday,MAA
15916,1,28/09/2013,04/11/2013,04/11/2013,44,9.090909091,0.02272727273,0,18.86,0.0,1,0,0,Thursday,BOM
15917,1,28/09/2013,04/10/2013,27/12/2013,37,59.45945946,0.1621621622,1,76.75,0.047619048,1,0,0,Monday,BOM
15918,0,28/09/2013,28/10/2013,16/01/2014,17,70.58823529,0.4117647059,1,93.3,0.0375,1,0,0,Tuesday,DEL
15919,1,28/09/2013,02/11/2013,02/11/2013,39,23.07692308,0.10256410259999998,1,50.39,0.0,1,0,0,Monday,MAA
15920,0,28/09/2013,20/10/2013,20/10/2013,17,64.70588235,0.1176470588,1,53.03,0.0,1,0,0,Friday,BOM
15921,1,28/09/2013,12/11/2013,12/11/2013,45,13.33333333,0.04444444444,0,70.92,0.0,1,0,0,Wednesday,MAA
15922,1,28/09/2013,24/10/2013,24/10/2013,42,7.142857143,0.04761904762,0,67.16,0.0,1,0,0,Friday,MAA
15923,0,28/09/2013,28/10/2013,15/01/2014,24,75.0,0.20833333329999998,1,31.67,0.101265823,1,1,1,Thursday,MAA
15924,1,17/09/2013,28/09/2013,28/09/2013,36,5.555555556,0.0,0,40.02,0.0,1,0,0,Monday,BOM
15925,1,28/09/2013,09/10/2013,09/10/2013,39,12.82051282,0.10256410259999998,1,61.76,0.0,1,0,0,Tuesday,MAA
15926,1,28/09/2013,02/10/2013,21/10/2013,38,2.631578947,0.02631578947,0,53.07,0.105263158,1,1,0,Thursday,DEL
15927,1,28/09/2013,23/10/2013,23/10/2013,37,21.62162162,0.08108108107999999,1,69.08,0.0,1,1,0,Thursday,DEL
15928,1,28/09/2013,28/09/2013,28/09/2013,32,12.5,0.0,0,54.79,0.0,1,0,0,Wednesday,DEL
15929,1,28/09/2013,15/10/2013,15/10/2013,37,37.83783784,0.10810810809999999,1,33.31,0.0,1,0,0,Tuesday,MAA
15930,1,28/09/2013,27/10/2013,27/12/2013,52,13.46153846,0.01923076923,0,62.06,0.032786885,1,0,1,Wednesday,MAA
15931,1,28/09/2013,02/11/2013,02/11/2013,45,35.55555556,0.1777777778,1,29.08,0.0,1,0,0,Thursday,BLR
15932,1,28/09/2013,08/10/2013,29/10/2013,39,12.82051282,0.025641025640000002,0,67.33,0.095238095,1,0,0,Wednesday,DEL
15933,0,28/09/2013,29/09/2013,22/10/2013,2,100.0,0.5,1,28.15,0.086956522,1,0,0,Tuesday,MAA
15934,1,28/09/2013,01/11/2013,01/11/2013,44,2.272727273,0.02272727273,0,48.31,0.0,1,0,0,Tuesday,MAA
15935,1,28/09/2013,07/10/2013,07/10/2013,36,11.11111111,0.08333333333000001,1,34.62,0.0,1,0,0,Tuesday,MAA
15936,0,28/09/2013,09/10/2013,09/10/2013,12,25.0,0.16666666670000002,1,30.91,0.0,1,0,0,Saturday,MAA
15937,1,28/09/2013,13/10/2013,13/10/2013,40,10.0,0.1,1,46.39,0.0,1,0,0,Monday,MAA
15938,1,28/09/2013,11/10/2013,11/10/2013,37,13.51351351,0.054054054049999994,0,82.22,0.0,1,0,0,Monday,DEL
15939,0,28/09/2013,13/10/2013,13/10/2013,7,85.71428571,0.28571428569999996,1,46.87,0.0,1,0,0,Wednesday,MAA
15940,1,28/09/2013,21/10/2013,13/11/2013,38,13.15789474,0.1315789474,1,48.0,0.130434783,1,0,0,Wednesday,MAA
15941,1,28/09/2013,17/10/2013,12/12/2013,29,34.48275862,0.1034482759,1,78.92,0.053571429,1,1,0,Friday,MAA
15942,1,27/09/2013,28/09/2013,28/09/2013,38,0.0,0.0,0,40.25,0.0,1,0,0,Tuesday,BOM
15943,1,28/09/2013,30/09/2013,30/09/2013,35,17.14285714,0.08571428571,1,89.16,0.0,1,0,0,Tuesday,BOM
15944,1,28/09/2013,28/09/2013,28/09/2013,9,55.55555556,0.22222222219999999,1,69.48,0.0,1,0,0,Wednesday,DEL
15945,1,28/09/2013,01/11/2013,01/11/2013,42,19.04761905,0.0,0,30.56,0.0,1,0,0,Thursday,MAA
15946,1,28/09/2013,28/09/2013,28/09/2013,34,2.941176471,0.0,0,78.17,0.0,1,0,0,Tuesday,DEL
15947,1,28/09/2013,28/09/2013,28/09/2013,17,23.52941176,0.0,0,40.02,0.0,1,0,0,Thursday,MAA
15948,0,28/09/2013,28/09/2013,17/11/2013,2,0.0,0.0,0,95.66,0.04,1,1,0,Monday,BOM
15949,1,21/09/2013,05/10/2013,05/10/2013,37,0.0,0.0,0,40.25,0.0,1,0,0,Wednesday,DEL
15950,0,28/09/2013,28/09/2013,28/09/2013,6,100.0,0.16666666670000002,1,101.29,0.0,1,1,0,Monday,BOM
15951,1,27/09/2013,28/09/2013,28/09/2013,35,8.571428571,0.0,0,36.12,0.0,1,0,0,Monday,DEL
15952,1,28/09/2013,28/09/2013,04/12/2013,39,38.46153846,0.025641025640000002,0,35.0,0.029850746,1,0,1,Thursday,BLR
15953,1,28/09/2013,28/09/2013,28/09/2013,36,2.777777778,0.0,0,40.02,0.0,1,0,0,Tuesday,BOM
15954,1,30/09/2013,30/09/2013,30/09/2013,34,0.0,0.0,0,69.85,0.0,1,0,0,Thursday,MAA
15955,1,28/09/2013,28/09/2013,28/09/2013,47,8.510638298,0.0,0,88.82,0.0,1,0,0,Tuesday,MAA
15956,1,28/09/2013,28/09/2013,28/09/2013,39,0.0,0.0,0,40.02,0.0,1,1,0,Monday,BOM
15957,0,25/09/2013,28/09/2013,10/10/2013,27,7.407407407,0.03703703704,0,38.46,0.166666667,1,0,0,Friday,BOM
15958,0,28/09/2013,29/09/2013,29/09/2013,2,100.0,0.0,0,40.0,0.0,1,0,0,Tuesday,MAA
15959,1,27/09/2013,28/09/2013,28/09/2013,38,10.52631579,0.05263157895,0,40.0,0.0,1,0,0,Monday,MAA
15960,0,28/09/2013,29/09/2013,29/09/2013,6,66.66666667,0.33333333330000003,1,97.82,0.0,1,0,0,Wednesday,MAA
15961,1,28/09/2013,28/09/2013,28/09/2013,39,2.564102564,0.0,0,74.54,0.0,1,1,0,Tuesday,BOM
15962,1,28/09/2013,29/09/2013,20/01/2014,42,35.71428571,0.16666666670000002,1,197.4,0.097345133,1,1,1,Monday,MAA
15963,0,29/09/2013,22/10/2013,22/10/2013,2,100.0,1.0,1,56.04,0.0,1,0,0,Wednesday,DEL
15964,0,29/09/2013,29/09/2013,06/10/2013,4,0.0,0.0,0,43.72,0.285714286,1,0,0,Monday,DEL
15965,1,29/09/2013,29/09/2013,01/10/2013,35,5.714285714,0.028571428569999998,0,39.08,1.0,1,0,0,Tuesday,MAA
15966,1,29/09/2013,25/12/2013,25/12/2013,48,12.5,0.020833333330000002,0,81.02,0.0,1,1,1,Friday,MAA
15967,1,21/09/2013,29/09/2013,20/10/2013,37,13.51351351,0.027027027029999998,0,38.0,0.19047619,1,0,0,Monday,MAA
15968,1,29/09/2013,29/09/2013,29/09/2013,42,4.761904762,0.0,0,73.07,0.0,1,0,0,Thursday,MAA
15969,1,29/09/2013,26/10/2013,26/10/2013,44,6.818181818,0.02272727273,0,51.12,0.0,1,0,0,Monday,BOM
15970,1,28/09/2013,29/09/2013,27/10/2013,34,29.41176471,0.0,0,39.0,0.071428571,1,0,0,Wednesday,MAA
15971,1,29/09/2013,29/09/2013,13/10/2013,42,4.761904762,0.0,0,49.73,0.142857143,1,0,0,Monday,BOM
15972,1,24/09/2013,03/10/2013,18/01/2014,39,58.97435897,0.1538461538,1,84.91,0.037383178,1,0,0,Friday,DEL
